ValueDate,stranaNodeName,STTHH,VaR,SVaR,IRsensi,IRsensi1M,IRsensi1Y,IRSensi2Y,IRSensi1w,IRSensi10Y,IRSensi5y,BasisSensiByCurrencyByPillar[EUR][1W],BasisSensiByCurrencyByPillar[EUR][1M],BasisSensiByCurrencyByPillar[EUR][3M],BasisSensiByCurrencyByPillar[EUR][1Y],BasisSensiByCurrencyByPillar[EUR][10Y],STTHH_limMaxValue,VaR_limmaxValue,SVaR_limMaxValue,IRsensi_limMaxValue,IRsensi1M_limMaxValue,IRsensi1Y_limMaxValue,IRSensi2Y_limMaxValue,IRSensi1w_limMaxValue,IRSensi10Y_limMaxValue,IRSensi5y_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMaxValue,STTHH_limMinValue,VaR_limMinValue,SVaR_limMinValue,IRsensi_limMinValue,IRsensi1M_limMinValue,IRsensi1Y_limMinValue,IRSensi2Y_limMinValue,IRSensi1w_limMinValue,IRSensi10Y_limminalue,IRSensi5y_limMinValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMinValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMinValue
2024-07-21,b,-8505,-51001,0,-13669,76681,3596,15618,-54516,8233,1558,52377,-67143,-64307,-79689,-32955,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-22,b,-69066,72992,0,-7353,-32542,-42967,68406,64879,-9413,90945,37784,-70045,21184,-99824,-28135,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-23,b,96830,-73771,0,81538,96134,24912,52588,50544,77,40353,-87889,-7452,37338,-73338,-16000,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-24,b,-6777,3305,0,-37481,-80659,-63465,-94848,-24406,14279,-70810,52626,48260,-72915,63518,35531,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-25,b,-85520,-46727,0,-86935,30163,51744,12709,-57307,47320,6803,-12071,-69224,-17746,23009,14672,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-26,b,-98830,-90199,0,-11144,27544,-82120,12681,42872,-78536,42902,6938,4769,94757,-23752,-18181,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-27,b,-80549,20528,0,-22793,-32534,-64868,-11035,-50325,-83608,-92903,99593,24247,-33330,85174,-39246,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-28,b,-80380,-33152,0,92815,-49298,-63875,-25585,-16391,-57725,-77558,-83481,48547,52453,83155,-58202,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-29,b,97427,-91043,0,88028,-25549,-48585,69877,42139,64704,-27144,28184,-58720,80321,31079,96390,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-30,b,25997,-52622,0,-3117,20859,-47772,91012,-86521,46700,-7736,78678,29125,90998,-95779,19200,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-07-31,b,-13365,42178,0,40676,-59646,7883,55430,2646,-66033,-51433,-38367,64111,44321,73342,11684,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-01,b,-36201,89521,0,-99582,50528,62821,-49287,62928,-7355,31707,-20973,90630,1941,79064,76971,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-02,b,-27337,-93408,0,55786,34657,23758,-21221,-78357,-83364,16800,-92381,78672,-9219,2652,27718,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-03,b,-9997,98007,0,52184,-62460,27456,65442,46197,24306,-48512,-64811,34233,47034,-92187,-19403,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-04,b,26871,-64411,0,-97910,38980,4959,73942,49000,-1074,69758,2075,-50559,28197,-55228,-33448,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-05,b,-19449,-88256,0,17073,70251,-93476,-70114,-24106,6768,-68224,-15578,96126,-23670,71949,-60189,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-06,b,23166,-18211,0,92333,-99507,-13493,9229,34879,17589,-70040,60880,-83714,94958,-38381,82152,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-07,b,34662,-63894,0,52309,98349,17850,-22962,-72628,7312,58542,-43079,-67977,55753,91083,-11934,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-08,b,-39878,-58232,0,98975,-9864,46908,28998,-76177,-60266,69928,28317,-21424,-400,37561,23101,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-09,b,-6825,50717,0,-82215,-76717,-97478,5083,-33795,31025,-44483,49260,58561,-60006,-51164,40185,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-10,b,-24998,47734,0,17807,-94512,78122,3328,41426,48355,-1976,53214,33322,-62597,-33043,-16062,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-11,b,-52102,-46855,0,-94290,16426,-27637,-26626,-88294,71049,24942,-96982,24078,-40028,21396,96447,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-12,b,-65063,434,0,-25770,57113,-75563,-29556,-67435,6547,10687,-39975,-48914,-32148,-72635,-9865,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-13,b,35233,6444,0,-51190,9924,77029,-26259,-23919,3223,59361,10139,16292,90614,38415,67888,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-14,b,-96191,40488,0,-98290,43744,63722,-82922,-99444,99718,-16345,18245,-23514,49382,-47991,86987,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-15,b,-26202,-77396,0,-30033,-29735,-34145,19932,2123,30281,50873,95054,65595,57513,72637,12602,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-16,b,-60631,-2185,0,85908,34147,3027,-72253,-37356,-10619,-61659,93458,-22172,-77792,719,-97565,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-17,b,-4039,61403,0,-11730,-18471,68989,33042,-65069,29484,-62382,-21556,76601,-58921,20455,-45660,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-18,b,-94628,-69637,0,-49635,-86683,83564,48462,-87938,29675,-95957,84070,19621,76121,44111,19146,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-19,b,38847,-40264,0,-30966,85836,-71976,83109,70882,-24773,27938,-99091,76735,-16516,31817,38897,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-20,b,-27414,76760,0,27950,-47606,51896,60032,71522,-73198,-39755,-90464,47181,-40281,23095,15734,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-21,b,81471,63353,0,-26356,82612,-34589,-46797,-1123,-31780,-78888,-2516,71695,14394,59276,34853,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-22,b,18048,-31519,0,11880,63086,-52811,-99403,-23338,-6358,21946,72011,-62612,-93845,4756,-31815,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-23,b,-50892,-77955,0,-42541,33835,-5593,-22584,-93169,7207,94062,64362,59495,-68396,9982,-54408,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-24,b,-45162,-55234,0,-15221,89162,-1009,78829,-41741,51368,-10895,20259,44933,-53962,34250,-9775,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-25,b,39964,70134,0,-88185,95703,-9196,50981,95673,-32315,-7298,-25814,-3732,25966,-57903,39709,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-26,b,78731,-90339,0,85632,63803,25019,-5621,-55907,44770,-38848,-88055,48406,-67516,66719,-60885,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-27,b,76991,-36239,0,-65961,-37720,30286,-19413,-97952,12703,5235,80717,361,-21859,-7780,75501,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-28,b,578,-9263,0,72464,-30771,90429,-50531,-757,-91116,-10270,-89259,-57329,50723,67643,27505,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-29,b,-58380,30771,0,-74953,6136,50879,-75003,-38987,39709,5598,-59455,-98511,7613,-49851,-30971,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-30,b,-55751,-18845,0,-18699,24344,-55974,-32926,-81305,-4565,55976,33917,28726,-37017,-13140,-77927,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-08-31,b,-73228,-68762,0,-1754,5180,41047,-62306,75678,78876,-54738,-19923,17267,80056,11805,89102,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-01,b,-17218,52692,0,-44663,414,15814,2212,-91382,-64363,89450,-46905,-6848,39421,-38800,38527,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-02,b,52401,78951,0,-19796,-97381,-53522,-39951,39927,94650,-63,-10746,1722,-86286,-6242,39437,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-03,b,16540,51256,0,36730,30506,55273,-28314,336,-18826,-50798,67824,48286,41469,-17978,-24199,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-04,b,44814,66072,0,89813,34755,1442,99010,73589,-75935,-92648,-52891,43996,-66802,-60090,-30540,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-05,b,76158,66378,0,-30673,-4929,50131,65676,-29872,-18976,46466,-56421,1027,2381,-96512,-10878,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-06,b,-4084,22980,0,-1258,-65725,-54215,59260,-29126,-88827,-21113,-76526,-12037,42315,2180,29752,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-07,b,72612,-7306,0,-25593,96475,-91521,-73552,-47236,-25215,64103,-88687,40991,-59028,-29728,-46182,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-08,b,23373,-31126,0,-44830,57726,11458,-33778,-20440,93577,50330,-20114,35968,96909,45078,23671,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-09,b,-17324,-31331,0,31886,95093,-41605,72819,-20581,-77362,-90387,-54105,73414,52063,-57649,-5187,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-10,b,-41344,30550,0,51421,-44004,-68824,-78988,70393,69404,27658,-37559,-64032,-97350,74776,98492,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-11,b,19291,32736,0,-46878,87994,-57588,-45348,-87987,60974,93490,10545,-16667,-52735,911,-21267,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-12,b,36241,-30968,0,44040,-4608,17878,-42240,27009,54069,57476,70217,-71585,18133,-4476,41197,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-13,b,15005,-70184,0,-26716,-60012,-88963,-16331,-65483,36647,48569,-88826,97192,32182,72320,-81896,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-14,b,-38783,-72817,0,-95598,11352,-78358,41788,92549,-62916,37078,-47377,-52812,-34586,72210,97691,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-15,b,-32081,-64717,0,54350,-98532,79770,2053,74190,929,72406,-60660,-73035,-36658,-75979,4664,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-16,b,39864,-55613,0,-44755,-67212,28369,-53648,9849,-90908,-92597,-25967,81282,21176,52588,99327,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-17,b,-58319,45092,0,-14813,95992,-34033,19183,-82936,-41631,85245,-10824,-61453,46363,-87372,-40878,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-18,b,-8156,-46045,0,-97668,25899,12537,96601,-49818,-34200,-72012,48408,-32896,43245,-45356,-34437,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-19,b,-44385,-30205,0,32172,-35314,-98620,-77547,-64963,91352,-69039,59289,7400,-65467,23988,98611,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-20,b,75434,39681,0,22943,73925,-11146,70583,-43104,53870,4112,-67236,-95247,-31534,35065,-57864,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-21,b,82478,29029,0,49784,-1331,-12459,-92920,-81981,96320,15176,45397,15156,36608,-10601,24422,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-22,b,78457,63114,0,49203,13627,71485,25435,53837,27915,-36475,-53211,88251,66267,58501,-55211,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-23,b,-72582,-12302,0,-48936,62525,-33088,81610,92899,-46059,59919,-3293,-65978,-80898,-78712,18640,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-24,b,15388,43731,0,62740,-1877,95105,77106,56298,89130,-92727,-94701,-24864,-56776,21859,1707,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-25,b,-16808,24436,0,86412,-47628,-6829,-96814,-21067,47488,-28098,55240,52535,-79841,43608,-91009,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-26,b,-38533,69489,0,-20758,-64573,82579,37132,49510,-95203,83424,87290,64149,-58813,44158,-56276,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-27,b,37566,-50976,0,-62360,-15026,47897,-54574,72207,79018,-35957,81915,-44152,10638,-67019,70123,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-28,b,12062,2685,0,-18233,-23235,65973,11277,94790,-78152,-45967,-25034,22881,-43339,-95663,-21011,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-29,b,96214,-36468,0,-67550,76892,45055,-29257,-56470,-97473,57914,-40907,-96528,-72150,650,-67110,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-30,b,-77915,21054,0,97759,90828,40595,31408,17752,-77003,-2205,-38629,-64432,12306,44049,-65427,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-01,b,-71634,-79693,0,80409,-55008,-56186,-9498,76394,90925,-73138,-37889,-7015,-43764,74729,80759,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-02,b,26703,-29663,0,97583,80212,18340,-58623,11141,-5019,70030,7142,-97135,-59621,-26,56582,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-03,b,46483,19,0,-38550,95053,-62482,75389,-55789,-73489,42439,31092,83091,-22087,57888,36708,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-04,b,-80552,3803,0,-84163,-27110,-37244,35193,34387,-72534,37419,14831,1993,-21075,-6092,65594,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-05,b,1558,99387,0,-74076,-79866,-36959,3365,37135,3035,-34657,-78787,-74517,-91583,-14216,51036,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-06,b,-56160,26376,0,7861,-18542,52840,-24776,-45997,8799,30033,-49530,41612,-51133,-4704,76830,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-07,b,72087,-31418,0,-66210,-85508,69732,84893,84218,-45695,-90606,39564,-48042,-33769,-26741,58911,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-08,b,94764,54078,0,-97042,71046,-92360,-48731,-12963,79504,73382,-27810,58847,-33942,39527,-46368,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-09,b,9758,13529,0,40174,34644,67917,19355,-8933,-13376,14156,18328,-60679,98926,63299,8744,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-10,b,-90988,29549,0,-93874,-53919,84570,-92161,81396,-76811,-52437,-1735,96956,-32488,98852,-13962,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
